[DEBUG] 2020-02-16 21:21:55.098 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2020-02-16 21:21:55.101 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2020-02-16 21:21:55.106 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2020-02-16 21:21:55.232 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2020-02-16 21:21:55.238 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2020-02-16 21:21:55.490 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2020-02-16 21:21:55.491 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2020-02-16 21:21:55.512 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2020-02-16 21:21:55.882 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2020-02-16 21:21:55.909 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2020-02-16 21:21:55.911 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[INFO ] 2020-02-16 21:21:55.933 [main] Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
[DEBUG] 2020-02-16 21:21:55.968 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@4cee7fa0
[DEBUG] 2020-02-16 21:21:55.968 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@4cee7fa0
[DEBUG] 2020-02-16 21:21:55.968 [main] BasicTypeRegistry - Adding type registration java.lang.Boolean -> org.hibernate.type.BooleanType@4cee7fa0
[DEBUG] 2020-02-16 21:21:55.969 [main] BasicTypeRegistry - Adding type registration numeric_boolean -> org.hibernate.type.NumericBooleanType@4e2c95ee
[DEBUG] 2020-02-16 21:21:55.969 [main] BasicTypeRegistry - Adding type registration true_false -> org.hibernate.type.TrueFalseType@5942ee04
[DEBUG] 2020-02-16 21:21:55.970 [main] BasicTypeRegistry - Adding type registration yes_no -> org.hibernate.type.YesNoType@14faa38c
[DEBUG] 2020-02-16 21:21:55.972 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@5b6e8f77
[DEBUG] 2020-02-16 21:21:55.972 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@5b6e8f77
[DEBUG] 2020-02-16 21:21:55.972 [main] BasicTypeRegistry - Adding type registration java.lang.Byte -> org.hibernate.type.ByteType@5b6e8f77
[DEBUG] 2020-02-16 21:21:55.975 [main] BasicTypeRegistry - Adding type registration character -> org.hibernate.type.CharacterType@27e32fe4
