[DEBUG] 2020-02-23 14:11:29.710 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2020-02-23 14:11:29.713 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2020-02-23 14:11:29.717 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2020-02-23 14:11:29.808 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2020-02-23 14:11:29.810 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2020-02-23 14:11:30.111 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2020-02-23 14:11:30.113 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2020-02-23 14:11:30.124 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2020-02-23 14:11:30.818 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2020-02-23 14:11:30.840 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2020-02-23 14:11:30.842 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[INFO ] 2020-02-23 14:11:30.859 [main] Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
[DEBUG] 2020-02-23 14:11:30.893 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@5a865416
[DEBUG] 2020-02-23 14:11:30.893 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@5a865416
[DEBUG] 2020-02-23 14:11:30.893 [main] BasicTypeRegistry - Adding type registration java.lang.Boolean -> org.hibernate.type.BooleanType@5a865416
[DEBUG] 2020-02-23 14:11:30.894 [main] BasicTypeRegistry - Adding type registration numeric_boolean -> org.hibernate.type.NumericBooleanType@6e92c6ad
[DEBUG] 2020-02-23 14:11:30.894 [main] BasicTypeRegistry - Adding type registration true_false -> org.hibernate.type.TrueFalseType@5baaae4c
[DEBUG] 2020-02-23 14:11:30.895 [main] BasicTypeRegistry - Adding type registration yes_no -> org.hibernate.type.YesNoType@411291e5
[DEBUG] 2020-02-23 14:11:30.896 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@35e478f
[DEBUG] 2020-02-23 14:11:30.897 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@35e478f
[DEBUG] 2020-02-23 14:11:30.897 [main] BasicTypeRegistry - Adding type registration java.lang.Byte -> org.hibernate.type.ByteType@35e478f
[DEBUG] 2020-02-23 14:11:30.898 [main] BasicTypeRegistry - Adding type registration character -> org.hibernate.type.CharacterType@5d05ef57
[DEBUG] 2020-02-23 14:11:30.898 [main] BasicTypeRegistry - Adding type registration char -> org.hibernate.type.CharacterType@5d05ef57
[DEBUG] 2020-02-23 14:11:30.898 [main] BasicTypeRegistry - Adding type registration java.lang.Character -> org.hibernate.type.CharacterType@5d05ef57
[DEBUG] 2020-02-23 14:11:30.899 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@4159e81b
[DEBUG] 2020-02-23 14:11:30.900 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@4159e81b
[DEBUG] 2020-02-23 14:11:30.900 [main] BasicTypeRegistry - Adding type registration java.lang.Short -> org.hibernate.type.ShortType@4159e81b
[DEBUG] 2020-02-23 14:11:30.901 [main] BasicTypeRegistry - Adding type registration integer -> org.hibernate.type.IntegerType@7a94b64e
[DEBUG] 2020-02-23 14:11:30.901 [main] BasicTypeRegistry - Adding type registration int -> org.hibernate.type.IntegerType@7a94b64e
[DEBUG] 2020-02-23 14:11:30.901 [main] BasicTypeRegistry - Adding type registration java.lang.Integer -> org.hibernate.type.IntegerType@7a94b64e
[DEBUG] 2020-02-23 14:11:30.902 [main] BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@4a31c2ee
[DEBUG] 2020-02-23 14:11:30.902 [main] BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@4a31c2ee
