[DEBUG] 2020-02-22 11:31:55.471 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2020-02-22 11:31:55.477 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2020-02-22 11:31:55.493 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2020-02-22 11:31:55.738 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2020-02-22 11:31:55.743 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2020-02-22 11:31:56.338 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2020-02-22 11:31:56.340 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2020-02-22 11:31:56.373 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2020-02-22 11:31:57.042 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2020-02-22 11:31:57.095 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2020-02-22 11:31:57.098 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[INFO ] 2020-02-22 11:31:57.137 [main] Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
[DEBUG] 2020-02-22 11:31:57.242 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@d0ec63
[DEBUG] 2020-02-22 11:31:57.243 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@d0ec63
[DEBUG] 2020-02-22 11:31:57.243 [main] BasicTypeRegistry - Adding type registration java.lang.Boolean -> org.hibernate.type.BooleanType@d0ec63
[DEBUG] 2020-02-22 11:31:57.245 [main] BasicTypeRegistry - Adding type registration numeric_boolean -> org.hibernate.type.NumericBooleanType@5e76a2bb
[DEBUG] 2020-02-22 11:31:57.246 [main] BasicTypeRegistry - Adding type registration true_false -> org.hibernate.type.TrueFalseType@7ff2b8d2
[DEBUG] 2020-02-22 11:31:57.248 [main] BasicTypeRegistry - Adding type registration yes_no -> org.hibernate.type.YesNoType@456be73c
[DEBUG] 2020-02-22 11:31:57.256 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@19f040ba
[DEBUG] 2020-02-22 11:31:57.257 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@19f040ba
[DEBUG] 2020-02-22 11:31:57.257 [main] BasicTypeRegistry - Adding type registration java.lang.Byte -> org.hibernate.type.ByteType@19f040ba
[DEBUG] 2020-02-22 11:31:57.259 [main] BasicTypeRegistry - Adding type registration character -> org.hibernate.type.CharacterType@6d6cb754
[DEBUG] 2020-02-22 11:31:57.260 [main] BasicTypeRegistry - Adding type registration char -> org.hibernate.type.CharacterType@6d6cb754
[DEBUG] 2020-02-22 11:31:57.260 [main] BasicTypeRegistry - Adding type registration java.lang.Character -> org.hibernate.type.CharacterType@6d6cb754
[DEBUG] 2020-02-22 11:31:57.265 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@213deac2
[DEBUG] 2020-02-22 11:31:57.266 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@213deac2
[DEBUG] 2020-02-22 11:31:57.266 [main] BasicTypeRegistry - Adding type registration java.lang.Short -> org.hibernate.type.ShortType@213deac2
[DEBUG] 2020-02-22 11:31:57.268 [main] BasicTypeRegistry - Adding type registration integer -> org.hibernate.type.IntegerType@5b5caf08
[DEBUG] 2020-02-22 11:31:57.269 [main] BasicTypeRegistry - Adding type registration int -> org.hibernate.type.IntegerType@5b5caf08
[DEBUG] 2020-02-22 11:31:57.269 [main] BasicTypeRegistry - Adding type registration java.lang.Integer -> org.hibernate.type.IntegerType@5b5caf08
[DEBUG] 2020-02-22 11:31:57.270 [main] BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@3e6f3bae
