[DEBUG] 2020-02-16 21:41:24.592 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2020-02-16 21:41:24.613 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2020-02-16 21:41:24.630 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2020-02-16 21:41:24.832 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2020-02-16 21:41:24.838 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2020-02-16 21:41:25.194 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2020-02-16 21:41:25.195 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2020-02-16 21:41:25.216 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2020-02-16 21:41:25.844 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2020-02-16 21:41:25.901 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2020-02-16 21:41:25.902 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[INFO ] 2020-02-16 21:41:25.936 [main] Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
[DEBUG] 2020-02-16 21:41:25.991 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@73eb8672
[DEBUG] 2020-02-16 21:41:25.991 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@73eb8672
[DEBUG] 2020-02-16 21:41:25.992 [main] BasicTypeRegistry - Adding type registration java.lang.Boolean -> org.hibernate.type.BooleanType@73eb8672
[DEBUG] 2020-02-16 21:41:25.992 [main] BasicTypeRegistry - Adding type registration numeric_boolean -> org.hibernate.type.NumericBooleanType@5a865416
[DEBUG] 2020-02-16 21:41:26.001 [main] BasicTypeRegistry - Adding type registration true_false -> org.hibernate.type.TrueFalseType@6e92c6ad
[DEBUG] 2020-02-16 21:41:26.002 [main] BasicTypeRegistry - Adding type registration yes_no -> org.hibernate.type.YesNoType@5baaae4c
[DEBUG] 2020-02-16 21:41:26.026 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@27e32fe4
[DEBUG] 2020-02-16 21:41:26.027 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@27e32fe4
[DEBUG] 2020-02-16 21:41:26.027 [main] BasicTypeRegistry - Adding type registration java.lang.Byte -> org.hibernate.type.ByteType@27e32fe4
[DEBUG] 2020-02-16 21:41:26.033 [main] BasicTypeRegistry - Adding type registration character -> org.hibernate.type.CharacterType@3044e9c7
[DEBUG] 2020-02-16 21:41:26.033 [main] BasicTypeRegistry - Adding type registration char -> org.hibernate.type.CharacterType@3044e9c7
[DEBUG] 2020-02-16 21:41:26.033 [main] BasicTypeRegistry - Adding type registration java.lang.Character -> org.hibernate.type.CharacterType@3044e9c7
[DEBUG] 2020-02-16 21:41:26.034 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@28952dea
[DEBUG] 2020-02-16 21:41:26.035 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@28952dea
[DEBUG] 2020-02-16 21:41:26.035 [main] BasicTypeRegistry - Adding type registration java.lang.Short -> org.hibernate.type.ShortType@28952dea
[DEBUG] 2020-02-16 21:41:26.060 [main] BasicTypeRegistry - Adding type registration integer -> org.hibernate.type.IntegerType@70807224
[DEBUG] 2020-02-16 21:41:26.061 [main] BasicTypeRegistry - Adding type registration int -> org.hibernate.type.IntegerType@70807224
[DEBUG] 2020-02-16 21:41:26.061 [main] BasicTypeRegistry - Adding type registration java.lang.Integer -> org.hibernate.type.IntegerType@70807224
[DEBUG] 2020-02-16 21:41:26.062 [main] BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@2caf6912
[DEBUG] 2020-02-16 21:41:26.063 [main] BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@2caf6912
[DEBUG] 2020-02-16 21:41:26.063 [main] BasicTypeRegistry - Adding type registration java.lang.Long -> org.hibernate.type.LongType@2caf6912
[DEBUG] 2020-02-16 21:41:26.074 [main] BasicTypeRegistry - Adding type registration float -> org.hibernate.type.FloatType@31ff1390
